Compound_ID,Name,Other_name(Kegg_name),Formula,Molecular Weight,RT [min],Kegg_ID,KEGG_pathway,HMDB_ID,Lipidmaps_ID,SuperClass(HMDB),Class(HMDB),SubClass(HMDB),CATEGORY(Lipidmaps),MAIN_CLASS(Lipidmaps),SUB_CLASS(Lipidmaps),m/z
Com_10980_neg,Prostaglandin D2,"Prostaglandin D2; (5Z,13E)-(15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; (5Z,13E,15S)-9alpha,15-Dihydroxy-11-oxoprosta-5,13-dienoate; PGD2",C20 H32 O5,352.2259,6.191,C00696,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0001403,LMFA03010004,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],351.21863
Com_11338_neg,AKB48 N-(4-hydroxypentyl) metabolite,--,C23 H31 N3 O2,417.21923,11.908,--,--,--,--,--,--,--,--,--,--,416.21194
Com_11369_neg,Rifampicin,Rifampicin; Rifampin,C43 H58 N4 O12,822.40624,6.687,C06688,--,--,--,--,--,--,--,--,--,821.39899
Com_11578_neg,5-oxoproline,--,C5 H7 N O3,129.04304,4.954,--,--,HMDB0000267,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,128.03577
Com_11796_neg,"2,3,4-Trihydroxybenzoic acid",--,C7 H6 O5,170.02201,4.953,--,--,HMDB0059964,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,169.01472
Com_12210_neg,N-Acetyl-Asp-Glu,--,C11 H16 N2 O8,304.09123,4.898,--,--,--,--,--,--,--,--,--,--,303.08408
Com_12319_neg,"(2-anilino-4-methyl-1,3-thiazol-5-yl)(4-methoxyphenyl)methanone",--,C18 H16 N2 O2 S,324.09621,4.915,--,--,--,--,--,--,--,--,--,--,323.08884
Com_12431_neg,nor-6|?-Oxycodol,--,C17 H21 N O4,303.14766,5.796,--,--,--,--,--,--,--,--,--,--,302.14038
Com_12677_neg,trans-Petroselinic acid,--,C18 H34 O2,328.26207,8.021,--,--,--,--,--,--,--,--,--,--,327.25479
Com_12690_neg,Cer-BS (d17:2/15:0),--,C32 H61 N O4,583.48228,11.741,--,--,--,--,--,--,--,--,--,--,582.47504
Com_12793_neg,"N'-(benzoyloxy)-2-(2,2-dichlorocyclopropyl)ethanimidamide",--,C12 H12 Cl2 N2 O2,322.00508,6.6,--,--,--,--,--,--,--,--,--,--,320.9978
Com_12810_neg,15(R)-Prostaglandin E2,--,C20 H32 O5,352.22613,7.1,--,--,--,--,--,--,--,--,--,--,351.21909
Com_13597_neg,N-{6-[4-(tert-butyl)phenoxy]-3-pyridinyl}-4-(trifluoromethyl)benzamide,--,C23 H21 F3 N2 O2,414.15843,5.297,--,--,--,--,--,--,--,--,--,--,413.15115
Com_13945_neg,5-S-cysteinyldopa,--,C12 H16 N2 O6 S,316.07312,5.497,--,--,--,--,--,--,--,--,--,--,315.06558
Com_13956_neg,3-O-Feruloylquinic acid,5-O-Feruloylquinic acid; O-Feruloylquinate; 3-O-Feruloylquinic acid,C17 H20 O9,368.11089,5.174,C02572,--,HMDB0030669,--,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,--,--,--,367.10361
Com_14032_neg,4-((5-(4-Nitrophenyl)oxazol-2-yl)amino)benzonitrile,--,C16 H10 N4 O3,306.07753,5.461,--,--,--,--,--,--,--,--,--,--,305.07022
Com_14196_neg,P-Coumaroyl Agmatine,--,C14 H20 N4 O2,276.15767,5.312,--,--,--,--,--,--,--,--,--,--,275.15005
Com_14545_neg,Meclocycline,--,C22 H21 Cl N2 O8,476.09772,5.369,--,--,--,--,--,--,--,--,--,--,475.09018
Com_14685_neg,"1-benzyl-3-(2-methylphenyl)-3,7-dihydro-1H-purine-2,6-dione",--,C19 H16 N4 O2,332.12691,6.287,--,--,--,--,--,--,--,--,--,--,331.11978
Com_15050_neg,4-Ethylphenol,4-Ethylphenol; p-Ethylphenol,C8 H10 O,122.07373,5.439,C13637,--,HMDB0029306,--,Benzenoids,Phenols,1-hydroxy-2-unsubstituted benzenoids,--,--,--,121.06645
Com_15157_neg,Calcitriol,"Calcitriol; 1alpha,25-Dihydroxyvitamin D3; (1S,3R,5Z,7E)-9,10-Seco-5,7,10(19)-cholestatriene-1,3,25-triol",C27 H44 O3,416.32578,7.06,C01673,map00100  Steroid biosynthesis;map01100  Metabolic pathways,HMDB0001903,--,Lipids and lipid-like molecules,Steroids and steroid derivatives,Vitamin D and derivatives,--,--,--,415.31842
Com_15188_neg,"Dl-3,4-Dihydroxymandelic Acid",--,C8 H8 O5,184.03755,4.95,--,--,--,--,--,--,--,--,--,--,183.0302
Com_15911_neg,4-amino-2-(4-chlorophenyl)-6-(methylthio)pyrimidine-5-carbonitrile,--,C12 H9 Cl N4 S,276.02139,7.185,--,--,--,--,--,--,--,--,--,--,275.0141
Com_16080_neg,"N-[3-(aminosulfonyl)phenyl]-2,3-dihydro-1,4-benzodioxine-2-carboxamide",--,C15 H14 N2 O5 S,334.06372,6.728,--,--,--,--,--,--,--,--,--,--,333.0564
Com_16194_neg,N'-[4-(trifluoromethyl)benzoyl]-6-quinoxalinecarbohydrazide,--,C17 H11 F3 N4 O2,360.08497,6.746,--,--,--,--,--,--,--,--,--,--,359.0777
Com_16422_neg,3-Amino-4-methylpentanoic acid,--,C6 H13 N O2,131.09495,0.546,--,--,HMDB0003640,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,130.08766
Com_16673_neg,N1-methyl-5-methoxy-2-({2-[(methylamino)carbonyl]phenyl}thio)benzamide,--,C17 H18 N2 O3 S,376.11086,7.714,--,--,--,--,--,--,--,--,--,--,375.10367
Com_17673_neg,Adenylosuccinic acid,"N6-(1,2-Dicarboxyethyl)-AMP; N6-(1,2-Dicarboxyethyl)AMP; Adenylosuccinate; Adenylosuccinic acid",C14 H18 N5 O11 P,463.07511,4.774,C03794,"map00230  Purine metabolism;map00250  Alanine, aspartate and glutamate metabolism;map01100  Metabolic pathways",HMDB0000536,--,Benzenoids,Benzene and substituted derivatives,Biphenyls and derivatives,--,--,--,462.06799
Com_17704_neg,ADBICA N-pentanoic acid metabolite,--,C20 H27 N3 O4,373.19679,4.797,--,--,--,--,--,--,--,--,--,--,372.18951
Com_17762_neg,LPE 16:2,--,C21 H40 N O7 P,449.25489,8.248,--,--,--,--,--,--,--,--,--,--,448.24771
Com_18049_neg,IDP,IDP; Inosine 5'-diphosphate; Inosine diphosphate,C10 H13 N4 O15 P3,521.95893,1.471,C00104,map00230  Purine metabolism,HMDB0003335,--,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,--,--,--,520.95209
Com_18268_neg,cAMP,"3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; Adenosine 3',5'-cyclic phosphate; cAMP",C10 H12 N5 O6 P,329.05362,4.61,C00575,map00230  Purine metabolism,HMDB0000058,--,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Cyclic purine nucleotides,--,--,--,328.0455
Com_18506_neg,Neohesperidin,Neohesperidin; Hesperetin 7-O-neohesperidoside,C28 H34 O15,610.19343,7.877,C09806,map00941  Flavonoid biosynthesis,HMDB0030748,LMPK12140452,Phenylpropanoids and polyketides,Flavonoids,Flavonoid glycosides,Polyketides [PR],Flavonoids [PK12],Flavanones [PK1214],609.18616
Com_18744_neg,2-deoxyglucose-6-phosphate,--,C6 H13 O8 P,244.03507,1.471,--,--,--,--,--,--,--,--,--,--,243.0278
Com_19173_neg,4-Butylresorcinol,--,C10 H14 O2,166.09972,5.96,--,--,--,--,--,--,--,--,--,--,165.09238
Com_19231_neg,Morphine-3-glucuronide,Morphine-3-glucuronide,C23 H27 N O9,461.16731,4.938,C16643,--,HMDB0041936,--,Alkaloids and derivatives,Morphinans,,--,--,--,460.16003
Com_19403_neg,"11(Z),14(Z)-Eicosadienoic acid",--,C20 H36 O2,616.54403,10.795,--,--,--,--,--,--,--,--,--,--,307.26474
Com_19931_neg,S-Adenosyl-L-methionine,S-Adenosyl-L-methionine; S-Adenosylmethionine; AdoMet; SAM,C15 H22 N6 O5 S,398.13531,5.68,C00019,map00261  Monobactam biosynthesis;map00270  Cysteine and methionine metabolism;map00330  Arginine and proline metabolism;map00908  Zeatin biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01230  Biosynthesis of amino acids;map04122  Sulfur relay system,HMDB0001185,--,"Nucleosides, nucleotides, and analogues",5'-deoxyribonucleosides,5'-deoxy-5'-thionucleosides,--,--,--,397.1275
Com_20016_neg,"3-(1-cyano-1,2-dihydroisoquinolin-2-yl)-3-oxopropyl propionate",--,C16 H16 N2 O3,284.11781,7.981,--,--,--,--,--,--,--,--,--,--,283.11053
Com_20336_neg,"2,5-Dimethylphenol",--,C8 H10 O,122.07363,6.16,--,--,HMDB0030540,--,Benzenoids,Benzene and substituted derivatives,Xylenes,--,--,--,167.07181
Com_20620_neg,LPE 20:4,--,C25 H44 N O7 P,501.28644,8.902,--,--,--,LMGP02050067,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],500.27905
Com_21098_neg,D-Turanose,Turanose; 3-O-alpha-D-Glucopyranosyl-D-fructose; D-Turanose,C12 H22 O11,342.11669,4.971,C19636,--,HMDB0011740,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acyl glycosides,--,--,--,341.10953
Com_21145_neg,"5-[(Benzoyloxy)methyl]-4,5,6-trihydroxy-2-cyclohexen-1-yl benzoate",--,C21 H20 O7,384.12205,5.758,--,--,--,--,--,--,--,--,--,--,383.11438
Com_21572_neg,Vanillyl alcohol,Vanillyl alcohol; 4-Hydroxy-3-methoxy-benzenemethanol; 4-Hydroxy-3-methoxybenzyl alcohol; 4-Hydroxy-3-methoxybenzenemethanol,C8 H10 O3,154.06341,4.936,C06317,--,HMDB0032012,--,Benzenoids,Phenols,Methoxyphenols,--,--,--,153.05614
Com_21625_neg,(+)-alpha-Lipoic acid,--,C8 H14 O2 S2,206.04251,5.421,--,--,HMDB0001451,--,Organoheterocyclic compounds,Dithiolanes,Lipoic acids and derivatives,--,--,--,205.03523
Com_22025_neg,11-keto Testosterone (CRM),--,C19 H26 O3,348.18931,6.549,--,--,--,--,--,--,--,--,--,--,347.18204
Com_22161_neg,3-Indoleacrylic acid,--,C11 H9 N O2,187.06383,5.407,--,--,HMDB0000734,--,Organoheterocyclic compounds,Indoles and derivatives,Indoles,--,--,--,186.05655
Com_22216_neg,Triacanthine,Triacanthine,C10 H13 N5,203.11658,5.718,C08435,--,--,--,--,--,--,--,--,--,202.1093
Com_23032_neg,N-Methylhydantoin,"N-Methylhydantoin; N-Methylimidazolidine-2,4-dione",C4 H6 N2 O2,114.04346,5.16,C02565,map00330  Arginine and proline metabolism;map01100  Metabolic pathways,HMDB0003646,--,Organoheterocyclic compounds,Azolines,Imidazolines,--,--,--,113.03619
Com_23038_neg,N1-[3-(1H-imidazol-1-yl)propyl]-2-[(4-nitrobenzoyl)amino]benzamide,--,C20 H19 N5 O4,393.14284,6.005,--,--,--,--,--,--,--,--,--,--,392.13544
Com_24694_neg,15(R)-Prostaglandin D2,--,C20 H32 O5,352.21866,7.705,--,--,--,--,--,--,--,--,--,--,351.21133
Com_25860_neg,Epinephrine bitartrate,--,C13 H19 N O9,333.10717,4.925,--,--,HMDB0000068,--,Benzenoids,Phenols,Benzenediols,--,--,--,332.09946
Com_25956_neg,Nonadecanoic acid,Nonadecanoic acid; Nonadecylic acid,C19 H38 O2,298.28721,11.439,C16535,--,HMDB0000772,LMFA01010019,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],297.27994
Com_26144_neg,Taurochenodeoxycholic acid,Taurochenodeoxycholate; Taurochenodeoxycholic acid; Chenodeoxycholoyltaurine,C26 H45 N O6 S,499.29051,5.431,C05465,--,HMDB0000951,LMST05040005,Lipids and lipid-like molecules,Steroids and steroid derivatives,"Bile acids, alcohols and derivatives",Sterols [ST],Steroid conjugates [ST05],Taurine conjugates [ST0504],534.26062
Com_26862_neg,Cannabigerolic acid,--,C22 H32 O4,360.23036,7.082,--,--,--,--,--,--,--,--,--,--,359.22308
Com_26902_neg,HexCer-NS (d23:3/12:1),--,C41 H73 N O8,753.5403,9.354,--,--,--,--,--,--,--,--,--,--,752.53302
Com_27422_neg,Ribulose-5-phosphate,--,C5 H11 O8 P,230.01978,1.457,--,--,--,--,--,--,--,--,--,--,229.01282
Com_28607_neg,"D-myo-Inositol 1,4-bisphosphate","1D-myo-Inositol 1,4-bisphosphate; D-myo-Inositol 1,4-bisphosphate; myo-Inositol 1,4-bisphosphate; Inositol 1,4-bisphosphate",C6 H14 O12 P2,339.99501,4.905,C01220,map00562  Inositol phosphate metabolism;map01100  Metabolic pathways;map04070  Phosphatidylinositol signaling system,HMDB0000968,--,Organic oxygen compounds,Organooxygen compounds,Alcohols and polyols,--,--,--,338.98773
Com_28819_neg,L-(+)-Arabinose,--,C5 H10 O5,150.05328,5.82,--,--,--,--,--,--,--,--,--,--,149.04601
Com_29384_neg,dCDP,dCDP; 2'-Deoxycytidine diphosphate; 2'-Deoxycytidine 5'-diphosphate,C9 H15 N3 O10 P2,387.02351,5.989,C00705,map00240  Pyrimidine metabolism;map01100  Metabolic pathways,HMDB0001245,--,Organic oxygen compounds,Organic oxoanionic compounds,Organic pyrophosphates,--,--,--,386.01624
Com_30033_neg,LPE 20:0,--,C25 H52 N O7 P,509.3495,10.898,--,--,--,LMGP02050045,--,--,--,Glycerophospholipids [GP],Glycerophosphoethanolamines [GP02],Monoacylglycerophosphoethanolamines [GP0205],508.34222
Com_31114_neg,LysoPE 18:0,--,C23 H48 N O7 P,481.31749,9.552,--,--,--,--,--,--,--,--,--,--,480.31021
Com_31923_neg,"1,4-Dihydro-1-Methyl-4-Oxo-3-Pyridinecarboxamide",--,C7 H8 N2 O2,152.05906,5.131,--,--,HMDB0004194,--,Organoheterocyclic compounds,Pyridines and derivatives,Pyridinecarboxylic acids and derivatives,--,--,--,151.05185
Com_956_neg,Bicyclo prostaglandin E2,--,C20 H30 O4,334.21489,7.143,--,--,--,--,--,--,--,--,--,--,333.20767
Com_1722_neg,Palmitic acid,Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid,C16 H32 O2,256.2406,10.338,C00249,"map00061  Fatty acid biosynthesis;map00062  Fatty acid elongation;map00071  Fatty acid degradation;map00073  Cutin, suberine and wax biosynthesis;map01040  Biosynthesis of unsaturated fatty acids;map01100  Metabolic pathways;map01212  Fatty acid metabolism",HMDB0000220,LMFA01010001,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Straight chain fatty acids [FA0101],255.23343
Com_227_neg,13(S)-HOTrE,"13(S)-HOT; (9Z,11E,15Z)-(13S)-Hydroxyoctadeca-9,11,15-trienoate; (9Z,11E,15Z)-(13S)-13-Hydroxyoctadeca-9,11,15-trienoic acid; (9Z,11E,13S,15Z)-13-Hydroxyoctadeca-9,11,15-trienoic acid; 13(S)-HOTrE",C18 H30 O3,294.21992,7.573,C16316,map00592  alpha-Linolenic acid metabolism,--,--,--,--,--,--,--,--,293.21255
Com_235_neg,Thymidine,Thymidine; Deoxythymidine,C10 H14 N2 O5,242.09087,4.915,C00214,map00240  Pyrimidine metabolism;map01100  Metabolic pathways,HMDB0000273,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleosides,Pyrimidine 2'-deoxyribonucleosides,--,--,--,241.08354
Com_2216_neg,12-oxo Phytodienoic Acid,--,C18 H28 O3,292.20425,7.297,--,--,--,--,--,--,--,--,--,--,291.19693
Com_3499_neg,8-Isoprostaglandin F1¦Á,--,C20 H36 O5,356.25671,6.751,--,--,--,--,--,--,--,--,--,--,355.24942
Com_142_neg,Inosine,Inosine,C10 H12 N4 O5,268.08129,3.603,C00294,map00230  Purine metabolism;map01100  Metabolic pathways,HMDB0000195,--,"Nucleosides, nucleotides, and analogues",Purine nucleosides,,--,--,--,267.07397
Com_226_neg,3-[4-methyl-1-(2-methylpropanoyl)-3-oxocyclohexyl]butanoic acid,--,C15 H24 O4,268.16786,6.118,--,--,--,--,--,--,--,--,--,--,267.16061
Com_3491_neg,Porphobilinogen,Porphobilinogen,C10 H14 N2 O4,226.09583,4.969,C00931,map00860  Porphyrin and chlorophyll metabolism;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0000245,--,Organic nitrogen compounds,Organonitrogen compounds,Amines,--,--,--,225.08868
Com_1943_neg,Gly-Phe,--,C11 H14 N2 O3,222.10091,5.191,--,--,HMDB0028848,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,221.09354
Com_200_neg,L-Glutamic acid monosodium salt,--,C5 H8 N Na O4,169.03525,1.418,--,--,--,--,--,--,--,--,--,--,168.02809
Com_4927_neg,Quercetin,"Quercetin; 3,3',4,5,7-Pentahydroxyflavone; 3,5,7,3',4'-Pentahydroxyflavone",C15 H10 O7,302.04312,5.941,C00389,map00941  Flavonoid biosynthesis;map00944  Flavone and flavonol biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites,HMDB0005794,LMPK12110004,Phenylpropanoids and polyketides,Flavonoids,Flavones,Polyketides [PR],Flavonoids [PK12],Flavones and Flavonols [PK1211],301.0358
Com_6505_neg,Aldosterone,"Aldosterone; 11beta,21-Dihydroxy-3,20-dioxo-4-pregnen-18-al",C21 H28 O5,406.20038,6.007,C01780,map01100  Metabolic pathways,HMDB0000037,LMST02030026,Lipids and lipid-like molecules,Steroids and steroid derivatives,Hydroxysteroids,Sterols [ST],Steroids [ST02],"C21 steroids (gluco/mineralocorticoids, progestogins) and derivatives [ST0203]",405.19293
Com_2465_neg,Tetradecanedioic acid,--,C14 H26 O4,258.18346,6.926,--,--,HMDB0000872,LMFA01170018,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],257.17609
Com_5089_neg,Phenylglyoxylic acid,alpha-Oxo-benzeneacetic acid; Benzoylformate; Benzoylformic acid; Phenylglyoxylic acid; Phenylglyoxylate; 2-Oxo-2-phenylacetate,C8 H6 O3,150.03207,5.5,C02137,map00360  Phenylalanine metabolism,HMDB0001587,--,Benzenoids,Benzene and substituted derivatives,Benzoyl derivatives,--,--,--,149.02477
Com_12678_neg,Tetranor-12R-HETE,--,C16 H26 O3,266.18838,8.51,--,--,--,LMFA01050143,--,--,--,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Hydroxy fatty acids [FA0105],265.18082
Com_1375_neg,Ursolic acid,Ursolic acid,C30 H48 O3,456.36132,9.398,C08988,--,HMDB0002395,LMPR0106180007,Lipids and lipid-like molecules,Prenol lipids,Triterpenoids,Prenol Lipids [PR],Isoprenoids [PR01],C30 isoprenoids (triterpenes) [PR0106],455.354
Com_2197_neg,Arachidonic acid,"Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid",C20 H32 O2,304.24068,9.887,C00219,map00590  Arachidonic acid metabolism;map00591  Linoleic acid metabolism;map01040  Biosynthesis of unsaturated fatty acids;map01100  Metabolic pathways,HMDB0001043,LMFA01030001,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],303.23337
Com_100_neg,Cyclosporine A,--,C62 H111 N11 O12,1201.84407,8.712,--,--,--,--,--,--,--,--,--,--,1200.83655
Com_2867_neg,tetranor-12(R)-HETE,--,C16 H26 O3,266.18835,7.351,--,--,--,--,--,--,--,--,--,--,265.18115
Com_5547_neg,2-[(carboxymethyl)(methyl)amino]-5-methoxybenzoic acid,--,C11 H13 N O5,239.07979,5.685,--,--,--,--,--,--,--,--,--,--,238.07249
Com_4481_neg,N-Acetyl-L-tyrosine,--,C11 H13 N O4,223.08494,5.713,--,--,HMDB0000866,--,Organic acids and derivatives,Carboxylic acids and derivatives,"Amino acids, peptides, and analogues",--,--,--,222.07768
Com_801_neg,Phenylpyruvic acid,Phenylpyruvate; Phenylpyruvic acid; alpha-Ketohydrocinnamic acid; keto-Phenylpyruvate; 3-Phenyl-2-oxopropanoate; 2-Oxo-3-phenylpropanoate,C9 H8 O3,164.04776,5.657,C00166,"map00360  Phenylalanine metabolism;map00400  Phenylalanine, tyrosine and tryptophan biosynthesis;map00960  Tropane, piperidine and pyridine alkaloid biosynthesis;map01100  Metabolic pathways;map01110  Biosynthesis of secondary metabolites;map01210  2-Oxocarboxylic acid metabolism;map01230  Biosynthesis of amino acids",HMDB0000205,--,Benzenoids,Benzene and substituted derivatives,Phenylpyruvic acid derivatives,--,--,--,163.04053
Com_1008_neg,3-[3-(beta-D-Glucopyranosyloxy)-2-hydroxyphenyl]propanoic acid,--,C15 H20 O9,344.1115,5.309,--,--,--,--,--,--,--,--,--,--,343.10498
Com_1325_neg,Spiculisporic Acid,--,C17 H28 O6,328.189,5.945,--,--,--,--,--,--,--,--,--,--,373.18723
Com_288_neg,Eicosapentaenoic acid,"(5Z,8Z,11Z,14Z,17Z)-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoic acid; Eicosapentaenoic acid; 5,8,11,14,17-Icosapentaenoic acid; (5Z,8Z,11Z,14Z,17Z)-Eicosapentaenoate",C20 H30 O2,302.225,9.406,C06428,map01040  Biosynthesis of unsaturated fatty acids,HMDB0001999,--,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,--,--,--,301.21765
Com_520_neg,Thromboxane B2,Thromboxane B2; TXB2,C20 H34 O6,352.22493,6.483,C05963,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0003252,LMFA03030002,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Thromboxanes [FA0303],351.21799
Com_1961_neg,trans-2-Methyl-2-pentenoic Acid,--,C6 H10 O2,114.06845,5.476,--,--,--,--,--,--,--,--,--,--,113.0612
Com_2299_neg,10-Undecenoic acid,--,C11 H20 O2,184.14665,6.333,--,--,HMDB0033724,LMFA01030036,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Unsaturated fatty acids [FA0103],183.13936
Com_8040_neg,Estrone,"Estrone; 3-Hydroxy-1,3,5(10)-estratrien-17-one",C18 H22 O2,316.16829,5.876,C00468,map01100  Metabolic pathways,HMDB0001425,LMST02010004,Lipids and lipid-like molecules,Steroids and steroid derivatives,Sulfated steroids,Sterols [ST],Steroids [ST02],C18 steroids (estrogens) and derivatives [ST0201],315.16086
Com_1485_neg,Prostaglandin G2,Prostaglandin G2; PGG2,C20 H32 O6,368.21994,6.123,C05956,map00590  Arachidonic acid metabolism;map01100  Metabolic pathways,HMDB0003235,LMFA03010009,Lipids and lipid-like molecules,Fatty Acyls,Eicosanoids,Fatty Acyls [FA],Eicosanoids [FA03],Prostaglandins [FA0301],367.21289
Com_639_neg,SDB-006 N-phenyl analog,--,C20 H22 N2 O,306.1695,5.165,--,--,--,--,--,--,--,--,--,--,305.16241
Com_5505_neg,L-Leucyl-L-alanine Hydrate,--,C9 H18 N2 O3,202.13206,3.978,--,--,--,--,--,--,--,--,--,--,201.1248
Com_2079_neg,dUDP,dUDP; 2'-Deoxyuridine 5'-diphosphate,C9 H14 N2 O11 P2,388.00827,5.219,C01346,map00240  Pyrimidine metabolism;map01100  Metabolic pathways,HMDB0001000,--,"Nucleosides, nucleotides, and analogues",Pyrimidine nucleotides,Pyrimidine deoxyribonucleotides,--,--,--,387.00098
Com_76_neg,9-HpOTrE,--,C18 H30 O4,310.21485,7.041,--,--,--,LMFA02000108,--,--,--,Fatty Acyls [FA],Octadecanoids [FA02],Other Octadecanoids [FA0200],309.20761
Com_69_neg,Traumatic acid,Traumatic acid; (2E)-Dodecenedioic acid; Dodec-2-enedioic acid,C12 H20 O4,228.13639,6.43,C16308,map00592  alpha-Linolenic acid metabolism;map01110  Biosynthesis of secondary metabolites,HMDB0000933,LMFA01170002,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Dicarboxylic acids [FA0117],227.12897
Com_366_neg,Valproic acid,Valproic acid,C8 H16 O2,144.11538,5.837,C07185,--,HMDB0001877,LMFA01020291,Lipids and lipid-like molecules,Fatty Acyls,Fatty acids and conjugates,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Methyl branched fatty acids [FA0102],143.10803
Com_18468_neg,N-Acetylneuraminic acid,"N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac",C11 H19 N O9,309.10612,1.464,C00270,map00520  Amino sugar and nucleotide sugar metabolism;map01100  Metabolic pathways,HMDB0000230,--,Organic oxygen compounds,Organooxygen compounds,Carbohydrates and carbohydrate conjugates,--,--,--,308.09885
Com_1460_neg,Guanosine monophosphate,GMP; Guanosine 5'-phosphate; Guanosine monophosphate; Guanosine 5'-monophosphate; Guanylic acid,C10 H14 N5 O8 P,363.05871,7.375,C00144,map00230  Purine metabolism;map01100  Metabolic pathways,HMDB0001397,--,"Nucleosides, nucleotides, and analogues",Purine nucleotides,Purine ribonucleotides,--,--,--,362.05121
Com_20629_neg,15-OxoEDE,--,C20 H34 O3,322.25126,7.191,--,--,--,--,--,--,--,--,--,--,321.24399
Com_673_neg,3-Hydroxyanthranilic Acid,--,C7 H7 N O3,153.04278,2.285,--,--,HMDB0001476,--,Benzenoids,Benzene and substituted derivatives,Benzoic acids and derivatives,--,--,--,152.03548
Com_1059_neg,Calcium D-Panthotenate,--,C18 H32 Ca N2 O10,476.16742,5.491,--,--,--,--,--,--,--,--,--,--,475.15976
